H. sapiens,C. elegans,D. melanogaster
93.73,,89.63
93.73,,89.63
93.73,,89.63
93.73,,89.63
93.73,,89.63
93.73,,89.63
93.74,,89.63
93.74,,89.63
93.74,,89.63
93.75,,89.63
93.75,,89.63
93.75,,89.64
93.75,,89.64
93.75,,89.64
93.76,,89.64
93.76,,89.64
93.76,,89.64
93.76,,89.64
93.77,,89.64
93.77,,89.64
93.77,,89.64
93.77,,89.64
93.77,,89.64
93.77,,89.64
93.77,,89.64
93.79,,89.64
93.79,,89.64
93.79,,89.64
93.8,,89.64
93.8,,89.64
93.8,,89.64
93.8,,89.64
93.81,,89.64
93.81,,89.64
93.81,,89.64
93.81,,89.65
93.81,,89.65
93.81,,89.65
93.81,,89.65
93.82,,89.65
93.82,,89.65
93.82,,89.65
93.82,,89.65
93.83,,89.65
93.85,,89.65
93.85,,89.65
93.85,,89.65
93.85,,89.65
93.85,,89.65
93.85,,89.65
93.85,,89.65
93.85,,89.65
93.85,,89.65
93.85,,89.65
93.85,,89.65
93.86,,89.65
93.86,,89.65
93.86,,89.65
93.86,,89.65
93.86,,89.66
93.86,,89.66
93.87,,89.66
93.87,,89.66
93.87,,89.66
93.87,,89.66
93.87,,89.66
93.87,,89.66
93.87,,89.66
93.87,,89.66
93.88,,89.66
93.88,,89.66
93.88,,89.66
93.88,,89.66
93.88,,89.66
93.88,,89.66
93.89,,89.66
93.89,,89.66
93.89,,89.66
93.89,,89.66
93.89,,89.66
93.89,,89.66
93.9,,89.66
93.9,,89.66
93.9,,89.66
93.91,,89.66
93.92,,89.66
93.93,,89.66
93.93,,89.66
93.94,,89.66
93.94,,89.66
93.94,,89.66
93.94,,89.66
93.94,,89.66
93.94,,89.66
93.94,,89.66
93.94,,89.67
93.94,,89.67
93.95,,89.67
93.95,,89.67
93.95,,89.67
93.96,,89.67
93.96,,89.67
93.96,,89.67
93.96,,89.67
93.96,,89.67
93.97,,89.67
93.97,,89.67
93.97,,89.67
93.97,,89.67
93.97,,89.67
93.97,,89.67
93.97,,89.67
93.98,,89.67
93.99,,89.67
93.99,,89.67
94,,89.67
94,,89.67
94,,89.67
94,,89.67
94.01,,89.67
94.01,,89.67
94.01,,89.67
94.01,,89.67
94.01,,89.67
94.02,,89.67
94.02,,89.67
94.02,,89.67
94.02,,89.68
94.03,,89.68
94.03,,89.68
94.03,,89.68
94.03,,89.68
94.03,,89.68
94.03,,89.68
94.03,,89.68
94.04,,89.68
94.04,,89.68
94.04,,89.68
94.04,,89.68
94.04,,89.68
94.04,,89.68
94.04,,89.68
94.04,,89.68
94.04,,89.68
94.05,,89.68
94.05,,89.68
94.05,,89.68
94.05,,89.68
94.05,,89.68
94.05,,89.68
94.05,,89.69
94.06,,89.69
94.06,,89.69
94.06,,89.69
94.06,,89.69
94.06,,89.69
94.07,,89.69
94.07,,89.69
94.07,,89.69
94.07,,89.69
94.08,,89.69
94.08,,89.69
94.08,,89.69
94.09,,89.69
94.09,,89.69
94.09,,89.69
94.09,,89.69
94.09,,89.69
94.09,,89.69
94.09,,89.69
94.1,,89.69
94.1,,89.69
94.1,,89.69
94.1,,89.69
94.1,,89.69
94.1,,89.69
94.11,,89.69
94.11,,89.69
94.11,,89.69
94.11,,89.7
94.11,,89.7
94.12,,89.7
94.12,,89.7
94.12,,89.7
94.12,,89.7
94.12,,89.7
94.12,,89.7
94.12,,89.7
94.12,,89.7
94.13,,89.7
94.13,,89.7
94.13,,89.7
94.14,,89.7
94.14,,89.7
94.14,,89.7
94.14,,89.7
94.14,,89.7
94.15,,89.7
94.15,,89.7
94.15,,89.7
94.15,,89.7
94.15,,89.71
94.15,,89.71
94.15,,89.71
94.16,,89.71
94.16,,89.71
94.16,,89.71
94.16,,89.71
94.16,,89.71
94.16,,89.71
94.17,,89.71
94.17,,89.71
94.17,,89.71
94.17,,89.71
94.17,,89.71
94.17,,89.71
94.17,,89.71
94.17,,89.71
94.18,,89.71
94.18,,89.71
94.18,,89.71
94.18,,89.71
94.18,,89.71
94.18,,89.71
94.18,,89.71
94.18,,89.71
94.18,,89.71
94.19,,89.71
94.19,,89.71
94.19,,89.71
94.19,,89.71
94.19,,89.71
94.19,,89.71
94.19,,89.72
94.19,,89.72
94.19,,89.72
94.19,,89.72
94.19,,89.72
94.19,,89.72
94.2,,89.72
94.2,,89.72
94.2,,89.72
94.2,,89.72
94.2,,89.72
94.2,,89.72
94.2,,89.72
94.2,,89.72
94.2,,89.72
94.2,,89.72
94.21,,89.72
94.21,,89.72
94.21,,89.72
94.21,,89.72
94.21,,89.72
94.21,,89.72
94.21,,89.72
94.22,,89.72
94.22,,89.72
94.22,,89.72
94.22,,89.72
94.23,,89.72
94.23,,89.72
94.23,,89.72
94.23,,89.72
94.23,,89.72
94.24,,89.73
94.24,,89.73
94.24,,89.73
94.24,,89.73
94.24,,89.73
94.25,,89.73
94.25,,89.73
94.25,,89.73
94.26,,89.73
94.26,,89.73
94.27,,89.73
94.27,,89.73
94.27,,89.73
94.27,,89.73
94.28,,89.73
94.28,,89.73
94.29,,89.73
94.29,,89.73
94.29,,89.73
94.29,,89.73
94.29,,89.73
94.29,,89.74
94.3,,89.74
94.3,,89.74
94.3,,89.74
94.3,,89.74
94.3,,89.74
94.31,,89.74
94.31,,89.74
94.31,,89.74
94.31,,89.74
94.31,,89.74
94.31,,89.74
94.32,,89.74
94.32,,89.74
94.32,,89.74
94.32,,89.74
94.32,,89.74
94.32,,89.74
94.32,,89.74
94.32,,89.74
94.32,,89.74
94.32,,89.74
94.33,,89.74
94.33,,89.74
94.34,,89.74
94.34,,89.74
94.34,,89.74
94.34,,89.74
94.34,,89.75
94.34,,89.75
94.34,,89.75
94.34,,89.75
94.34,,89.75
94.35,,89.75
94.35,,89.75
94.35,,89.75
94.35,,89.75
94.35,,89.75
94.35,,89.75
94.36,,89.75
94.36,,89.75
94.36,,89.75
94.36,,89.75
94.36,,89.75
94.36,,89.75
94.37,,89.75
94.37,,89.75
94.37,,89.75
94.37,,89.76
94.37,,89.76
94.37,,89.76
94.37,,89.76
94.37,,89.76
94.38,,89.76
94.38,,89.76
94.38,,89.76
94.38,,89.76
94.38,,89.76
94.38,,89.76
94.39,,89.76
94.39,,89.76
94.39,,89.76
94.39,,89.76
94.39,,89.76
94.39,,89.76
94.4,,89.76
94.4,,89.76
94.4,,89.76
94.4,,89.76
94.4,,89.76
94.41,,89.76
94.41,,89.77
94.41,,89.77
94.41,,89.77
94.41,,89.77
94.42,,89.77
94.42,,89.77
94.43,,89.77
94.43,,89.77
94.43,,89.77
94.44,,89.77
94.44,,89.77
94.44,,89.77
94.44,,89.77
94.44,,89.77
94.44,,89.77
94.44,,89.77
94.45,,89.77
94.45,,89.77
94.45,,89.77
94.45,,89.77
94.46,,89.77
94.46,,89.77
94.46,,89.77
94.46,,89.77
94.46,,89.77
94.47,,89.77
94.47,,89.77
94.47,,89.77
94.47,,89.77
94.47,,89.77
94.47,,89.77
94.48,,89.77
94.48,,89.77
94.49,,89.77
94.49,,89.77
94.49,,89.77
94.49,,89.77
94.49,,89.78
94.49,,89.78
94.49,,89.78
94.49,,89.78
94.5,,89.78
94.5,,89.78
94.5,,89.78
94.5,,89.78
94.51,,89.78
94.51,,89.78
94.51,,89.78
94.52,,89.78
94.52,,89.78
94.52,,89.78
94.52,,89.78
94.52,,89.78
94.52,,89.78
94.53,,89.78
94.53,,89.78
94.53,,89.78
94.53,,89.78
94.53,,89.78
94.53,,89.78
94.53,,89.78
94.54,,89.78
94.54,,89.79
94.54,,89.79
94.54,,89.79
94.55,,89.79
94.55,,89.79
94.55,,89.79
94.55,,89.79
94.56,,89.79
94.56,,89.79
94.56,,89.79
94.56,,89.79
94.56,,89.79
94.57,,89.79
94.57,,89.79
94.57,,89.79
94.57,,89.79
94.57,,89.79
94.58,,89.79
94.58,,89.79
94.58,,89.79
94.58,,89.8
94.59,,89.8
94.59,,89.8
94.59,,89.8
94.6,,89.8
94.6,,89.8
94.6,,89.8
94.6,,89.8
94.6,,89.8
94.61,,89.8
94.61,,89.8
94.61,,89.8
94.61,,89.8
94.61,,89.8
94.61,,89.8
94.62,,89.8
94.62,,89.8
94.62,,89.8
94.62,,89.8
94.63,,89.8
94.63,,89.8
94.63,,89.8
94.63,,89.8
94.63,,89.8
94.64,,89.8
94.64,,89.81
94.64,,89.81
94.64,,89.81
94.64,,89.81
94.64,,89.81
94.65,,89.81
94.65,,89.81
94.65,,89.81
94.65,,89.81
94.66,,89.81
94.66,,89.81
94.66,,89.81
94.67,,89.81
94.67,,89.81
94.67,,89.81
94.67,,89.81
94.67,,89.81
94.67,,89.81
94.67,,89.81
94.67,,89.81
94.68,,89.81
94.68,,89.81
94.69,,89.81
94.69,,89.81
94.69,,89.81
94.69,,89.81
94.7,,89.81
94.7,,89.81
94.7,,89.81
94.7,,89.81
94.7,,89.81
94.7,,89.81
94.7,,89.81
94.71,,89.81
94.71,,89.81
94.71,,89.81
94.71,,89.82
94.72,,89.82
94.72,,89.82
94.72,,89.82
94.72,,89.82
94.72,,89.82
94.73,,89.82
94.73,,89.82
94.73,,89.82
94.73,,89.82
94.74,,89.82
94.74,,89.82
94.74,,89.82
94.74,,89.82
94.74,,89.82
94.74,,89.82
94.75,,89.82
94.75,,89.82
94.75,,89.82
94.75,,89.82
94.75,,89.82
94.76,,89.82
94.76,,89.82
94.76,,89.82
94.76,,89.82
94.76,,89.82
94.76,,89.83
94.76,,89.83
94.76,,89.83
94.76,,89.83
94.77,,89.83
94.77,,89.83
94.77,,89.83
94.77,,89.83
94.77,,89.83
94.77,,89.83
94.77,,89.83
94.77,,89.83
94.77,,89.83
94.78,,89.83
94.78,,89.83
94.78,,89.83
94.78,,89.83
94.78,,89.83
94.78,,89.83
94.78,,89.83
94.79,,89.83
94.79,,89.83
94.79,,89.83
94.79,,89.83
94.79,,89.83
94.79,,89.83
94.79,,89.83
94.79,,89.84
94.79,,89.84
94.8,,89.84
94.8,,89.84
94.8,,89.84
94.81,,89.84
94.81,,89.84
94.81,,89.84
94.81,,89.84
94.81,,89.84
94.81,,89.84
94.81,,89.84
94.82,,89.84
94.82,,89.84
94.82,,89.84
94.82,,89.84
94.82,,89.84
94.82,,89.85
94.82,,89.85
94.82,,89.85
94.82,,89.85
94.83,,89.85
94.83,,89.85
94.83,,89.85
94.84,,89.85
94.84,,89.85
94.84,,89.85
94.84,,89.85
94.84,,89.85
94.84,,89.85
94.85,,89.85
94.85,,89.85
94.85,,89.85
94.85,,89.85
94.85,,89.85
94.85,,89.86
94.85,,89.86
94.85,,89.86
94.85,,89.86
94.86,,89.86
94.86,,89.86
94.86,,89.86
94.86,,89.86
94.86,,89.86
94.86,,89.86
94.86,,89.86
94.86,,89.86
94.86,,89.86
94.87,,89.86
94.87,,89.86
94.87,,89.86
94.87,,89.87
94.87,,89.87
94.87,,89.87
94.87,,89.87
94.87,,89.87
94.87,,89.87
94.87,,89.87
94.87,,89.87
94.88,,89.87
94.88,,89.87
94.89,,89.87
94.89,,89.87
94.89,,89.87
94.89,,89.87
94.89,,89.87
94.9,,89.87
94.9,,89.87
94.9,,89.87
94.9,,89.87
94.9,,89.87
94.9,,89.87
94.9,,89.87
94.91,,89.87
94.91,,89.87
94.91,,89.87
94.91,,89.87
94.91,,89.87
94.91,,89.88
94.91,,89.88
94.91,,89.88
94.91,,89.88
94.91,,89.88
94.92,,89.88
94.92,,89.88
94.92,,89.88
94.92,,89.88
94.92,,89.88
94.92,,89.88
94.93,,89.88
94.93,,89.88
94.93,,89.88
94.93,,89.88
94.94,,89.88
94.94,,89.88
94.94,,89.88
94.94,,89.88
94.94,,89.88
94.94,,89.88
94.94,,89.89
94.94,,89.89
94.94,,89.89
94.94,,89.89
94.94,,89.89
94.94,,89.89
94.95,,89.89
94.95,,89.89
94.95,,89.89
94.95,,89.89
94.95,,89.89
94.96,,89.89
94.96,,89.89
94.96,,89.89
94.96,,89.89
94.96,,89.89
94.96,,89.89
94.97,,89.89
94.97,,89.89
94.97,,89.89
94.98,,89.89
94.98,,89.89
94.98,,89.89
94.98,,89.89
94.98,,89.89
94.98,,89.89
94.98,,89.89
94.99,,89.89
94.99,,89.89
94.99,,89.89
94.99,,89.89
95,,89.89
95,,89.89
95,,89.89
95,,89.89
95,,89.89
95,,89.89
95.01,,89.89
95.01,,89.89
95.01,,89.89
95.01,,89.89
95.01,,89.89
95.02,,89.89
95.02,,89.89
95.02,,89.89
95.02,,89.89
95.02,,89.89
95.02,,89.89
95.03,,89.89
95.03,,89.89
95.03,,89.89
95.03,,89.89
95.03,,89.89
95.03,,89.89
95.03,,89.9
95.03,,89.9
95.04,,89.9
95.04,,89.9
95.04,,89.9
95.05,,89.9
95.05,,89.9
95.05,,89.9
95.05,,89.9
95.05,,89.9
95.05,,89.9
95.05,,89.9
95.05,,89.9
95.06,,89.9
95.06,,89.9
95.06,,89.9
95.06,,89.9
95.06,,89.9
95.06,,89.9
95.06,,89.9
95.06,,89.9
95.07,,89.9
95.07,,89.9
95.07,,89.91
95.07,,89.91
95.07,,89.91
95.07,,89.91
95.07,,89.91
95.07,,89.91
95.07,,89.91
95.07,,89.91
95.08,,89.91
95.08,,89.91
95.08,,89.91
95.08,,89.91
95.08,,89.91
95.08,,89.91
95.08,,89.91
95.08,,89.91
95.08,,89.92
95.09,,89.92
95.09,,89.92
95.09,,89.92
95.09,,89.92
95.09,,89.92
95.1,,89.92
95.1,,89.92
95.1,,89.92
95.1,,89.92
95.1,,89.92
95.1,,89.92
95.1,,89.92
95.1,,89.92
95.1,,89.92
95.11,,89.92
95.11,,89.92
95.11,,89.92
95.11,,89.92
95.12,,89.93
95.12,,89.93
95.12,,89.93
95.12,,89.93
95.12,,89.93
95.12,,89.93
95.12,,89.93
95.12,,89.93
95.12,,89.93
95.12,,89.93
95.12,,89.93
95.13,,89.93
95.13,,89.93
95.13,,89.93
95.13,,89.93
95.13,,89.93
95.13,,89.93
95.13,,89.93
95.13,,89.93
95.13,,89.93
95.13,,89.93
95.14,,89.93
95.14,,89.93
95.14,,89.94
95.14,,89.94
95.14,,89.94
95.14,,89.94
95.15,,89.94
95.15,,89.94
95.15,,89.94
95.15,,89.94
95.15,,89.94
95.15,,89.94
95.15,,89.94
95.15,,89.94
95.16,,89.94
95.16,,89.94
95.16,,89.94
95.16,,89.94
95.17,,89.94
95.17,,89.94
95.17,,89.94
95.17,,89.94
95.17,,89.94
95.17,,89.94
95.17,,89.94
95.17,,89.94
95.18,,89.94
95.18,,89.94
95.18,,89.94
95.18,,89.94
95.18,,89.94
95.19,,89.94
95.19,,89.95
95.19,,89.95
95.19,,89.95
95.19,,89.95
95.19,,89.95
95.2,,89.95
95.2,,89.95
95.2,,89.95
95.2,,89.95
95.21,,89.95
95.21,,89.95
95.21,,89.95
95.21,,89.95
95.21,,89.95
95.22,,89.95
95.22,,89.95
95.22,,89.95
95.22,,89.95
95.22,,89.95
95.22,,89.95
95.22,,89.95
95.22,,89.95
95.23,,89.95
95.23,,89.96
95.23,,89.96
95.23,,89.96
95.23,,89.96
95.23,,89.96
95.23,,89.96
95.23,,89.96
95.23,,89.96
95.24,,89.96
95.24,,89.96
95.24,,89.96
95.24,,89.96
95.24,,89.96
95.24,,89.96
95.24,,89.96
95.25,,89.96
95.25,,89.96
95.25,,89.96
95.25,,89.96
95.25,,89.96
95.25,,89.96
95.25,,89.96
95.25,,89.96
95.25,,89.96
95.26,,89.96
95.26,,89.96
95.26,,89.96
95.26,,89.96
95.26,,89.96
95.27,,89.96
95.27,,89.96
95.27,,89.96
95.28,,89.96
95.28,,89.97
95.28,,89.97
95.28,,89.97
95.28,,89.97
95.28,,89.97
95.28,,89.97
95.28,,89.97
95.28,,89.97
95.28,,89.97
95.28,,89.97
95.29,,89.97
95.29,,89.97
95.29,,89.97
95.29,,89.97
95.29,,89.97
95.29,,89.97
95.3,,89.97
95.3,,89.97
95.3,,89.97
95.3,,89.97
95.3,,89.97
95.31,,89.97
95.31,,89.97
95.31,,89.97
95.31,,89.98
95.31,,89.98
95.31,,89.98
95.32,,89.98
95.32,,89.98
95.32,,89.98
95.32,,89.98
95.33,,89.98
95.33,,89.98
95.33,,89.98
95.33,,89.98
95.34,,89.98
95.34,,89.98
95.34,,89.98
95.35,,89.98
95.35,,89.98
95.35,,89.98
95.35,,89.98
95.35,,89.98
95.36,,89.98
95.36,,89.98
95.36,,89.99
95.36,,89.99
95.36,,89.99
95.36,,89.99
95.36,,89.99
95.36,,89.99
95.36,,89.99
95.36,,89.99
95.36,,89.99
95.37,,89.99
95.37,,89.99
95.37,,89.99
95.38,,89.99
95.38,,89.99
95.38,,89.99
95.38,,89.99
95.38,,89.99
95.39,,89.99
95.39,,89.99
95.39,,89.99
95.39,,89.99
95.4,,90
95.4,,90
95.4,,90
95.4,,90
95.4,,90
95.4,,90
95.4,,90
95.4,,90
95.4,,90
95.41,,90
95.41,,90
95.41,,90
95.41,,90
95.41,,90
95.41,,90
95.41,,90
95.42,,90
95.42,,90
95.42,,90
95.42,,90
95.42,,90
95.43,,90
95.43,,90
95.43,,90
95.43,,90
95.43,,90
95.44,,90
95.44,,90
95.44,,90
95.44,,90
95.44,,90
95.44,,90
95.45,,90.01
95.45,,90.01
95.45,,90.01
95.45,,90.01
95.45,,90.01
95.45,,90.01
95.45,,90.01
95.46,,90.01
95.46,,90.01
95.46,,90.01
95.46,,90.01
95.46,,90.01
95.47,,90.01
95.47,,90.01
95.47,,90.01
95.47,,90.02
95.48,,90.02
95.48,,90.02
95.48,,90.02
95.48,,90.02
95.48,,90.02
95.48,,90.02
95.48,,90.02
95.48,,90.02
95.48,,90.02
95.49,,90.02
95.49,,90.02
95.49,,90.02
95.49,,90.02
95.5,,90.02
95.5,,90.02
95.5,,90.02
95.5,,90.02
95.5,,90.02
95.5,,90.02
95.5,,90.02
95.5,,90.02
95.5,,90.03
95.5,,90.03
95.51,,90.03
95.51,,90.03
95.51,,90.03
95.52,,90.03
95.52,,90.03
95.52,,90.03
95.52,,90.03
95.52,,90.03
95.52,,90.03
95.52,,90.03
95.52,,90.03
95.53,,90.03
95.53,,90.03
95.53,,90.03
95.53,,90.03
95.53,,90.03
95.54,,90.03
95.54,,90.03
95.54,,90.03
95.54,,90.04
95.55,,90.04
95.55,,90.04
95.55,,90.04
95.55,,90.04
95.55,,90.04
95.55,,90.04
95.55,,90.04
95.56,,90.04
95.56,,90.04
95.56,,90.04
95.56,,90.04
95.56,,90.04
95.56,,90.04
95.56,,90.04
95.56,,90.04
95.56,,90.04
95.56,,90.04
95.56,,90.04
95.56,,90.04
95.57,,90.04
95.57,,90.04
95.57,,90.04
95.57,,90.05
95.57,,90.05
95.57,,90.05
95.57,,90.05
95.57,,90.05
95.57,,90.05
95.58,,90.05
95.58,,90.05
95.59,,90.05
95.59,,90.05
95.59,,90.05
95.59,,90.05
95.59,,90.05
95.59,,90.05
95.59,,90.05
95.59,,90.05
95.59,,90.05
95.59,,90.05
95.59,,90.05
95.59,,90.05
95.6,,90.05
95.6,,90.05
95.6,,90.05
95.6,,90.05
95.6,,90.05
95.61,,90.05
95.61,,90.05
95.61,,90.05
95.61,,90.05
95.61,,90.05
95.61,,90.05
95.61,,90.06
95.62,,90.06
95.62,,90.06
95.62,,90.06
95.62,,90.06
95.63,,90.06
95.63,,90.06
95.63,,90.06
95.63,,90.06
95.63,,90.06
95.64,,90.06
95.64,,90.06
95.64,,90.06
95.64,,90.06
95.64,,90.06
95.64,,90.06
95.65,,90.06
95.65,,90.06
95.65,,90.06
95.65,,90.06
95.65,,90.06
95.65,,90.06
95.65,,90.07
95.65,,90.07
95.65,,90.07
95.65,,90.07
95.65,,90.07
95.66,,90.07
95.66,,90.07
95.66,,90.07
95.66,,90.07
95.67,,90.07
95.67,,90.07
95.67,,90.07
95.68,,90.07
95.68,,90.07
95.68,,90.07
95.69,,90.07
95.69,,90.07
95.7,,90.07
95.7,,90.07
95.71,,90.07
95.71,,90.07
95.71,,90.07
95.71,,90.07
95.72,,90.07
95.72,,90.07
95.72,,90.07
95.73,,90.07
95.73,,90.07
95.73,,90.07
95.74,,90.07
95.74,,90.08
95.74,,90.08
95.74,,90.08
95.74,,90.08
95.75,,90.08
95.75,,90.08
95.75,,90.08
95.75,,90.08
95.75,,90.08
95.76,,90.08
95.76,,90.08
95.76,,90.08
95.76,,90.08
95.76,,90.08
95.76,,90.08
95.76,,90.08
95.77,,90.08
95.77,,90.08
95.77,,90.08
95.77,,90.08
95.77,,90.08
95.78,,90.08
95.78,,90.09
95.78,,90.09
95.79,,90.09
95.79,,90.09
95.79,,90.09
95.79,,90.09
95.79,,90.09
95.79,,90.09
95.8,,90.09
95.8,,90.09
95.81,,90.09
95.81,,90.09
95.82,,90.09
95.83,,90.09
95.83,,90.09
95.83,,90.09
95.84,,90.09
95.84,,90.09
95.84,,90.09
95.84,,90.09
95.84,,90.09
95.84,,90.09
95.85,,90.09
95.85,,90.09
95.85,,90.09
95.86,,90.09
95.86,,90.09
95.86,,90.09
95.87,,90.09
95.87,,90.09
95.88,,90.1
95.88,,90.1
95.88,,90.1
95.88,,90.1
95.89,,90.1
95.89,,90.1
95.89,,90.1
95.89,,90.1
95.9,,90.1
95.91,,90.1
95.92,,90.1
95.93,,90.1
95.93,,90.1
95.94,,90.1
95.95,,90.1
95.95,,90.1
95.97,,90.1
95.98,,90.1
95.98,,90.1
95.99,,90.1
96,,90.1
96.02,,90.1
96.02,,90.1
96.02,,90.1
96.04,,90.1
96.05,,90.1
96.05,,90.1
96.07,,90.1
96.1,,90.1
96.1,,90.1
96.12,,90.1
96.15,,90.1
96.15,,90.1
96.15,,90.1
96.15,,90.1
96.15,,90.1
96.15,,90.1
96.15,,90.1
96.15,,90.1
96.18,,90.1
96.2,,90.11
96.2,,90.11
96.22,,90.11
96.23,,90.11
96.25,,90.11
96.29,,90.11
96.3,,90.11
96.3,,90.11
96.3,,90.11
96.34,,90.11
96.38,,90.11
96.38,,90.11
96.39,,90.11
96.39,,90.11
96.39,,90.11
96.4,,90.11
96.43,,90.11
96.43,,90.11
96.43,,90.11
96.46,,90.11
96.47,,90.11
96.49,,90.11
96.49,,90.11
96.51,,90.11
96.51,,90.11
96.54,,90.11
96.57,,90.11
96.59,,90.12
96.59,,90.12
96.59,,90.12
96.59,,90.12
96.6,,90.12
96.6,,90.12
96.63,,90.12
96.64,,90.12
96.67,,90.12
96.67,,90.12
96.74,,90.12
96.74,,90.12
96.77,,90.12
96.79,,90.12
96.88,,90.12
96.88,,90.12
96.92,,90.12
96.95,,90.12
96.97,,90.12
96.97,,90.12
96.97,,90.12
97.03,,90.12
97.06,,90.12
97.1,,90.12
97.1,,90.12
97.14,,90.12
97.18,,90.12
97.2,,90.12
97.22,,90.12
97.22,,90.13
97.3,,90.13
97.4,,90.13
97.44,,90.13
97.44,,90.13
97.44,,90.13
97.53,,90.13
97.53,,90.13
97.53,,90.13
97.53,,90.13
97.53,,90.13
97.53,,90.13
97.56,,90.13
97.56,,90.13
97.56,,90.13
97.59,,90.13
97.62,,90.13
97.65,,90.13
97.73,,90.13
97.78,,90.13
97.78,,90.13
98.46,,90.13
98.48,,90.13
98.51,,90.13
98.51,,90.13
98.53,,90.14
98.53,,90.14
98.57,,90.14
98.67,,90.14
98.68,,90.14
98.72,,90.14
98.75,,90.14
98.8,,90.14
98.82,,90.14
98.98,,90.14
99.16,,90.14
100,,90.14
100,,90.14
100,,90.14
100,,90.14
100,,90.14
100,,90.14
100,,90.14
100,,90.14
100,,90.14
100,,90.14
,,90.14
,,90.14
,,90.14
,,90.14
,,90.14
,,90.14
,,90.14
,,90.14
,,90.15
,,90.15
,,90.15
,,90.15
,,90.15
,,90.15
,,90.15
,,90.15
,,90.15
,,90.15
,,90.15
,,90.15
,,90.15
,,90.15
,,90.15
,,90.15
,,90.15
,,90.15
,,90.15
,,90.16
,,90.16
,,90.16
,,90.16
,,90.16
,,90.16
,,90.16
,,90.16
,,90.16
,,90.16
,,90.16
,,90.16
,,90.16
,,90.16
,,90.16
,,90.16
,,90.16
,,90.16
,,90.16
,,90.16
,,90.16
,,90.16
,,90.16
,,90.16
,,90.16
,,90.16
,,90.16
,,90.16
,,90.17
,,90.17
,,90.17
,,90.17
,,90.17
,,90.17
,,90.17
,,90.17
,,90.17
,,90.17
,,90.17
,,90.17
,,90.17
,,90.17
,,90.17
,,90.17
,,90.17
,,90.17
,,90.17
,,90.17
,,90.17
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.18
,,90.19
,,90.19
,,90.19
,,90.19
,,90.19
,,90.19
,,90.19
,,90.19
,,90.19
,,90.19
,,90.19
,,90.19
,,90.19
,,90.19
,,90.19
,,90.19
,,90.19
,,90.19
,,90.19
,,90.19
,,90.19
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.2
,,90.21
,,90.21
,,90.21
,,90.21
,,90.21
,,90.21
,,90.21
,,90.21
,,90.21
,,90.21
,,90.21
,,90.21
,,90.21
,,90.21
,,90.21
,,90.21
,,90.21
,,90.21
,,90.21
,,90.21
,,90.21
,,90.21
,,90.21
,,90.22
,,90.22
,,90.22
,,90.22
,,90.22
,,90.22
,,90.22
,,90.22
,,90.22
,,90.22
,,90.22
,,90.22
,,90.22
,,90.22
,,90.22
,,90.22
,,90.22
,,90.22
,,90.22
,,90.22
,,90.22
,,90.22
,,90.22
,,90.22
,,90.22
,,90.22
,,90.22
,,90.22
,,90.23
,,90.23
,,90.23
,,90.23
,,90.23
,,90.23
,,90.23
,,90.23
,,90.23
,,90.23
,,90.23
,,90.23
,,90.23
,,90.23
,,90.23
,,90.24
,,90.24
,,90.24
,,90.24
,,90.24
,,90.24
,,90.24
,,90.24
,,90.24
,,90.24
,,90.24
,,90.24
,,90.24
,,90.24
,,90.24
,,90.24
,,90.24
,,90.24
,,90.24
,,90.24
,,90.24
,,90.24
,,90.24
,,90.24
,,90.25
,,90.25
,,90.25
,,90.25
,,90.25
,,90.25
,,90.25
,,90.25
,,90.25
,,90.25
,,90.25
,,90.25
,,90.25
,,90.25
,,90.25
,,90.25
,,90.25
,,90.25
,,90.25
,,90.25
,,90.25
,,90.25
,,90.25
,,90.25
,,90.25
,,90.25
,,90.25
,,90.25
,,90.26
,,90.26
,,90.26
,,90.26
,,90.26
,,90.26
,,90.26
,,90.26
,,90.26
,,90.26
,,90.26
,,90.26
,,90.26
,,90.26
,,90.26
,,90.26
,,90.26
,,90.26
,,90.26
,,90.26
,,90.26
,,90.26
,,90.26
,,90.26
,,90.26
,,90.26
,,90.26
,,90.26
,,90.27
,,90.27
,,90.27
,,90.27
,,90.27
,,90.27
,,90.27
,,90.27
,,90.27
,,90.27
,,90.27
,,90.27
,,90.27
,,90.27
,,90.27
,,90.27
,,90.27
,,90.28
,,90.28
,,90.28
,,90.28
,,90.28
,,90.28
,,90.28
,,90.28
,,90.28
,,90.28
,,90.28
,,90.28
,,90.28
,,90.28
,,90.28
,,90.28
,,90.28
,,90.28
,,90.28
,,90.28
,,90.28
,,90.28
,,90.28
,,90.28
,,90.28
,,90.28
,,90.28
,,90.28
,,90.29
,,90.29
,,90.29
,,90.29
,,90.29
,,90.29
